customer_id,mb_used,apps_and_websites,start_timestamp,end_timestamp,usage_length
261,1276.57,yahoo,3/25/2018 17:41,3/25/2018 18:35,0:53:52
278,112.74,snapchat,9/20/2018 11:27,9/20/2018 11:40,0:13:18
274,732.99,Amazon,3/18/2017 7:44,3/18/2017 8:16,0:32:12
279,641.24,yahoo,5/17/2019 21:45,5/17/2019 22:00,0:15:09
274,1312.12,shopify,3/29/2017 3:28,3/29/2017 4:11,0:43:12
263,1459.99,Whatsapp,4/8/2017 16:51,4/8/2017 17:26,0:34:44
276,1461.69,snapchat,10/5/2018 15:56,10/5/2018 16:43,0:46:58
216,622.8,Whatsapp,11/4/2018 5:12,11/4/2018 5:23,0:10:58
257,635.49,gmail,2/3/2018 21:12,2/3/2018 22:09,0:56:55
246,1276.72,Blogspot,9/18/2018 16:47,9/18/2018 16:50,0:02:46
219,1244.94,snapchat,2/3/2019 10:52,2/3/2019 10:59,0:07:04
246,675.43,shopify,8/23/2018 3:01,8/23/2018 3:08,0:06:33
265,1293.7,Amazon,5/9/2019 12:02,5/9/2019 12:21,0:19:11
227,867.4,Whatsapp,4/24/2019 11:08,4/24/2019 11:48,0:39:56
256,464.2,google,10/22/2017 13:11,10/22/2017 14:06,0:55:22
272,1102.15,yahoo,9/8/2018 10:53,9/8/2018 11:02,0:09:11
262,1323.64,coursera,7/1/2017 3:03,7/1/2017 3:35,0:32:07
299,715.86,Rediit,2/19/2019 3:48,2/19/2019 4:16,0:27:34
214,277.73,bigcommerce,6/7/2018 17:26,6/7/2018 18:00,0:33:46
265,708.78,Wikipedia,11/13/2017 15:23,11/13/2017 15:34,0:10:53
299,799.37,Whatsapp,11/21/2017 19:52,11/21/2017 20:42,0:50:09
300,1359.5,yahoo,11/26/2018 20:18,11/26/2018 21:01,0:43:26
231,716.14,wix,4/24/2017 0:59,4/24/2017 1:41,0:42:24
242,133.97,Amazon,10/10/2018 23:18,10/10/2018 23:45,0:27:21
229,871.92,yahoo,11/17/2017 0:00,11/17/2017 0:19,0:19:50
207,513.03,bigcommerce,8/13/2017 13:12,8/13/2017 13:19,0:07:19
271,522.52,snapchat,2/13/2017 15:26,2/13/2017 16:01,0:34:54
277,443.55,coursera,9/3/2017 20:06,9/3/2017 20:07,0:00:55
300,277.47,snapchat,12/10/2017 8:16,12/10/2017 8:40,0:23:22
232,308.55,Wikipedia,6/27/2017 18:09,6/27/2017 19:06,0:57:41
231,145.3,wix,6/11/2018 4:44,6/11/2018 5:33,0:49:44
202,996.07,Facebook,9/7/2018 17:14,9/7/2018 18:04,0:50:22
223,468.04,Instagram,4/3/2017 4:00,4/3/2017 4:25,0:25:44
299,405.43,gmail,12/7/2017 21:06,12/7/2017 21:24,0:17:46
299,895.26,Netflix,8/6/2018 14:34,8/6/2018 14:49,0:15:18
225,780.54,Facebook,5/15/2018 6:05,5/15/2018 6:49,0:43:49
220,737.02,Wikipedia,3/16/2019 3:11,3/16/2019 3:46,0:35:25
235,233.25,Blogspot,2/17/2017 22:15,2/17/2017 22:29,0:13:33
266,450.87,snapchat,3/20/2019 19:17,3/20/2019 19:27,0:09:33
217,308.95,Whatsapp,10/20/2018 23:07,10/21/2018 0:00,0:53:18
250,182.66,Rediit,2/4/2019 23:41,2/4/2019 23:42,0:00:40
289,796.77,Facebook,5/6/2018 16:56,5/6/2018 17:33,0:37:21
265,590.62,Twitter,6/28/2017 10:47,6/28/2017 10:49,0:02:10
234,1016.45,gmail,8/15/2017 12:04,8/15/2017 12:13,0:09:12
220,549.42,Bing,3/24/2017 7:52,3/24/2017 8:02,0:10:06
238,1398.16,Bing,12/24/2017 6:06,12/24/2017 6:31,0:24:48
279,813.08,Whatsapp,2/14/2019 7:39,2/14/2019 8:29,0:49:52
211,142.51,coursera,11/5/2018 1:01,11/5/2018 1:54,0:52:59
222,953.53,google,6/18/2017 4:48,6/18/2017 5:42,0:53:23
285,988.55,Twitter,4/30/2017 1:38,4/30/2017 2:03,0:25:08
274,1036.62,yahoo,8/26/2017 20:57,8/26/2017 21:38,0:40:54
204,448.14,Facebook,6/6/2018 14:25,6/6/2018 14:29,0:03:25
210,444.73,gmail,5/29/2018 20:37,5/29/2018 21:01,0:23:19
217,773.71,Rediit,2/13/2019 14:24,2/13/2019 15:22,0:58:27
253,1291.21,yahoo,1/16/2019 22:48,1/16/2019 23:46,0:58:07
299,534.43,udemy,6/9/2018 13:43,6/9/2018 14:24,0:41:17
277,1270.7,shopify,2/25/2019 6:06,2/25/2019 6:45,0:39:08
214,649.11,Whatsapp,8/18/2018 0:38,8/18/2018 0:42,0:04:40
273,1409.01,udemy,9/17/2017 11:05,9/17/2017 11:41,0:36:20
227,1078.24,Instagram,1/19/2017 8:47,1/19/2017 8:49,0:01:42
298,169.86,Whatsapp,7/6/2017 14:13,7/6/2017 14:58,0:45:41
292,255.41,Amazon,9/1/2018 1:14,9/1/2018 1:29,0:15:16
239,310.78,Bing,1/27/2018 22:23,1/27/2018 23:04,0:41:25
241,784.54,Netflix,8/22/2018 7:14,8/22/2018 7:18,0:03:18
204,1025.17,Wikipedia,12/19/2017 7:50,12/19/2017 8:17,0:27:02
223,526.09,Wikipedia,6/26/2017 7:21,6/26/2017 7:30,0:08:44
267,1174.53,Netflix,11/24/2018 7:11,11/24/2018 7:39,0:27:42
263,1087.36,coursera,8/16/2017 1:37,8/16/2017 2:16,0:39:11
295,835.99,coursera,3/11/2017 17:31,3/11/2017 17:41,0:09:43
208,117.05,coursera,8/17/2017 6:40,8/17/2017 6:47,0:07:40
215,385.87,snapchat,5/28/2017 16:16,5/28/2017 16:28,0:12:37
240,883.25,Netflix,5/8/2019 9:59,5/8/2019 10:09,0:09:42
297,1001.82,Facebook,5/7/2018 16:09,5/7/2018 16:49,0:39:30
263,1320.91,snapchat,10/2/2017 4:37,10/2/2017 5:32,0:54:57
215,1461.63,google,10/25/2018 12:22,10/25/2018 12:24,0:02:01
282,542.77,Netflix,3/15/2019 21:20,3/15/2019 21:55,0:35:22
238,163.62,Blogspot,2/24/2017 21:49,2/24/2017 22:09,0:20:05
249,556.28,yahoo,1/3/2019 0:08,1/3/2019 0:25,0:17:20
250,1485.65,bigcommerce,11/22/2017 16:09,11/22/2017 17:06,0:56:57
280,792.86,Instagram,6/7/2017 6:31,6/7/2017 7:07,0:36:26
250,207.6,shopify,2/5/2019 13:00,2/5/2019 13:47,0:47:14
282,1428.94,Bing,3/7/2017 16:01,3/7/2017 16:03,0:02:26
292,1460.24,google,11/25/2018 11:15,11/25/2018 12:07,0:51:48
229,1166.04,shopify,6/15/2017 4:06,6/15/2017 4:26,0:20:08
230,1362.34,google,8/5/2017 13:56,8/5/2017 14:24,0:27:35
283,802.1,Blogspot,12/18/2018 0:43,12/18/2018 0:50,0:07:22
229,979.69,Amazon,11/1/2018 6:14,11/1/2018 6:33,0:19:25
230,575.32,Wikipedia,5/30/2018 0:25,5/30/2018 0:42,0:16:35
238,767.54,Twitter,5/31/2018 19:05,5/31/2018 19:46,0:40:52
285,1146.48,wix,4/7/2018 17:19,4/7/2018 17:53,0:33:48
238,1372.87,coursera,8/29/2018 8:40,8/29/2018 9:14,0:34:12
220,1250.33,Twitter,6/11/2017 20:15,6/11/2017 20:31,0:15:43
209,270.93,google,10/3/2018 2:14,10/3/2018 2:41,0:27:21
271,397.8,Amazon,4/3/2018 17:33,4/3/2018 18:02,0:29:14
237,1358.84,gmail,1/21/2017 12:00,1/21/2017 12:32,0:31:56
217,468.1,Rediit,1/4/2018 18:22,1/4/2018 18:28,0:05:39
260,305.79,Whatsapp,12/15/2017 2:45,12/15/2017 3:03,0:17:46
297,1367.73,Blogspot,3/26/2018 6:10,3/26/2018 6:56,0:45:56
286,379.32,Netflix,8/9/2017 11:43,8/9/2017 12:06,0:23:40
216,590.24,wix,7/17/2018 15:14,7/17/2018 15:37,0:23:15
279,215.88,Rediit,3/12/2019 8:58,3/12/2019 9:00,0:02:23
255,918.73,Facebook,11/17/2018 5:59,11/17/2018 6:21,0:22:01
229,571.13,Facebook,10/27/2018 17:51,10/27/2018 18:14,0:22:10
295,861.1,Amazon,8/23/2017 19:18,8/23/2017 20:06,0:47:26
283,1290.1,snapchat,1/5/2017 17:40,1/5/2017 18:14,0:33:57
262,1096.03,Amazon,3/11/2019 6:45,3/11/2019 7:29,0:44:14
262,107.85,snapchat,3/17/2018 9:25,3/17/2018 9:51,0:25:43
290,809.12,Bing,3/29/2017 14:10,3/29/2017 15:05,0:54:10
206,87.9,youtube,12/14/2018 22:56,12/14/2018 23:46,0:49:56
272,1003.78,bigcommerce,3/2/2019 3:19,3/2/2019 3:37,0:17:56
234,815.67,Amazon,9/16/2017 7:13,9/16/2017 7:39,0:26:34
227,221.47,Amazon,10/27/2018 18:40,10/27/2018 19:09,0:28:58
273,185.53,gmail,12/9/2018 12:22,12/9/2018 12:37,0:15:02
249,856.52,coursera,5/17/2017 5:30,5/17/2017 6:12,0:42:06
249,1020.91,Wikipedia,2/8/2018 22:56,2/8/2018 23:27,0:31:27
282,1025.98,Wikipedia,7/23/2017 23:18,7/24/2017 0:04,0:46:20
296,324.98,shopify,10/17/2017 7:40,10/17/2017 8:35,0:54:32
246,222.46,Instagram,6/18/2017 6:41,6/18/2017 7:26,0:44:42
253,1263.56,Instagram,5/17/2019 1:04,5/17/2019 1:29,0:24:51
280,1111.56,google,4/21/2017 11:26,4/21/2017 12:17,0:51:07
257,339.08,Instagram,6/29/2017 5:26,6/29/2017 5:35,0:08:58
207,768.21,google,5/25/2018 4:18,5/25/2018 5:13,0:55:51
220,930.77,bigcommerce,10/3/2018 16:14,10/3/2018 16:56,0:41:37
263,634.29,gmail,3/28/2018 19:09,3/28/2018 19:11,0:02:38
248,634.86,gmail,8/2/2018 15:04,8/2/2018 15:42,0:37:32
216,530.5,wix,6/22/2018 16:17,6/22/2018 16:56,0:38:54
231,833.07,shopify,12/3/2017 15:39,12/3/2017 16:11,0:32:14
215,243.8,Wikipedia,1/9/2019 7:18,1/9/2019 8:03,0:45:24
278,462.38,Whatsapp,3/16/2018 22:43,3/16/2018 23:15,0:31:42
282,706.84,gmail,3/13/2018 11:22,3/13/2018 12:02,0:39:35
275,802.04,Facebook,11/22/2018 5:49,11/22/2018 6:13,0:23:52
216,288.28,snapchat,11/27/2017 0:43,11/27/2017 1:16,0:32:55
292,1362.53,shopify,1/17/2019 20:39,1/17/2019 21:30,0:50:23
218,181.19,Blogspot,5/19/2017 11:29,5/19/2017 12:23,0:53:39
284,1403.24,Facebook,11/26/2018 2:41,11/26/2018 3:37,0:55:27
231,526.59,Blogspot,10/28/2018 17:11,10/28/2018 17:37,0:26:01
269,55.11,udemy,3/3/2019 2:39,3/3/2019 3:15,0:35:49
232,650.99,gmail,11/10/2018 18:29,11/10/2018 18:36,0:06:24
238,1057.29,bigcommerce,12/26/2018 21:51,12/26/2018 22:19,0:28:26
284,204.48,shopify,1/30/2017 16:51,1/30/2017 17:23,0:32:03
211,1486.88,Instagram,1/13/2017 9:38,1/13/2017 10:15,0:37:13
252,951.87,google,2/3/2018 0:53,2/3/2018 1:23,0:29:22
231,1101.15,Wikipedia,3/28/2017 0:55,3/28/2017 1:01,0:05:48
280,706.92,gmail,1/24/2019 20:33,1/24/2019 20:50,0:16:42
237,1001.2,wix,5/24/2019 8:32,5/24/2019 8:54,0:22:31
300,142.95,snapchat,3/11/2018 8:52,3/11/2018 9:14,0:21:29
299,872.91,wix,9/24/2017 3:49,9/24/2017 4:01,0:11:44
244,276.42,Facebook,10/12/2017 10:12,10/12/2017 11:09,0:57:39
205,1490.38,coursera,4/29/2017 5:40,4/29/2017 6:39,0:58:44
218,1112.39,snapchat,2/2/2019 22:16,2/2/2019 22:53,0:36:53
212,867.98,coursera,9/4/2018 4:42,9/4/2018 5:28,0:46:11
202,820.39,shopify,9/12/2018 4:45,9/12/2018 4:47,0:02:04
206,341.06,coursera,1/3/2019 9:52,1/3/2019 10:09,0:17:38
232,349.08,Bing,12/6/2017 5:42,12/6/2017 6:19,0:36:35
204,1447.73,Twitter,6/24/2018 9:29,6/24/2018 9:49,0:20:36
294,172.19,Facebook,6/27/2017 6:36,6/27/2017 7:12,0:35:02
274,1315.48,youtube,3/23/2019 21:16,3/23/2019 22:09,0:52:57
238,747.48,yahoo,2/6/2018 23:07,2/6/2018 23:16,0:09:11
254,311.65,snapchat,1/9/2017 18:59,1/9/2017 19:48,0:48:54
247,1127.47,Bing,1/19/2018 15:33,1/19/2018 16:25,0:51:36
270,849.45,Wikipedia,4/19/2017 23:20,4/20/2017 0:09,0:48:45
278,988.31,Wikipedia,10/17/2017 23:22,10/17/2017 23:42,0:19:47
219,1064.82,coursera,6/13/2018 4:05,6/13/2018 4:08,0:03:40
267,597.34,Instagram,8/28/2017 17:46,8/28/2017 18:36,0:49:22
280,293.36,Rediit,4/20/2017 23:11,4/21/2017 0:09,0:57:50
260,760.7,youtube,8/14/2018 15:24,8/14/2018 16:01,0:37:18
278,1345.71,Instagram,10/27/2017 10:55,10/27/2017 11:53,0:57:52
216,1149.39,snapchat,4/8/2019 17:53,4/8/2019 18:38,0:45:15
264,196.25,Instagram,5/21/2018 15:57,5/21/2018 16:23,0:25:52
249,1338.47,yahoo,1/27/2017 5:22,1/27/2017 6:20,0:58:07
261,503.16,shopify,3/16/2017 7:28,3/16/2017 7:49,0:21:09
211,969.93,bigcommerce,9/2/2018 14:24,9/2/2018 15:13,0:48:45
265,215.36,youtube,2/18/2018 4:14,2/18/2018 4:30,0:15:39
247,366.6,shopify,12/26/2017 2:13,12/26/2017 2:29,0:16:36
266,564.43,shopify,1/23/2017 10:57,1/23/2017 11:27,0:30:01
225,183.34,Instagram,9/3/2017 14:33,9/3/2017 15:05,0:32:37
280,257.43,Twitter,6/18/2017 22:11,6/18/2017 22:11,0:00:02
296,516.85,Netflix,12/18/2018 11:44,12/18/2018 12:33,0:49:19
215,328.08,Instagram,12/22/2018 14:46,12/22/2018 14:58,0:12:19
202,441.12,wix,3/14/2018 1:02,3/14/2018 1:18,0:15:53
281,931.24,yahoo,4/10/2019 23:21,4/10/2019 23:24,0:03:04
228,507.09,bigcommerce,11/7/2017 7:39,11/7/2017 8:07,0:27:09
272,582.68,Amazon,5/13/2018 7:02,5/13/2018 7:42,0:39:41
259,438.94,Netflix,2/11/2019 2:41,2/11/2019 3:25,0:43:40
251,232.58,udemy,8/17/2018 5:56,8/17/2018 6:54,0:57:37
280,910.43,bigcommerce,3/14/2017 11:06,3/14/2017 11:26,0:19:49
297,807.29,google,12/11/2017 7:36,12/11/2017 7:45,0:08:56
216,1267.62,coursera,2/5/2017 15:25,2/5/2017 15:46,0:21:23
300,860.04,Facebook,5/6/2019 0:45,5/6/2019 1:08,0:23:34
227,1009.74,Rediit,6/23/2017 1:47,6/23/2017 1:55,0:08:03
295,1386,Blogspot,4/22/2017 2:57,4/22/2017 3:32,0:35:19
265,473.93,wix,5/27/2019 4:08,5/27/2019 4:33,0:25:04
204,1174.15,gmail,1/23/2017 21:01,1/23/2017 21:23,0:22:32
253,98.11,coursera,11/30/2018 6:05,11/30/2018 6:26,0:21:10
258,870.57,yahoo,11/26/2017 12:29,11/26/2017 13:18,0:49:03
249,1151.42,Blogspot,8/31/2018 18:50,8/31/2018 19:44,0:54:30
287,1328.58,Bing,6/30/2018 3:27,6/30/2018 3:33,0:06:11
231,286.31,google,7/14/2017 14:50,7/14/2017 15:13,0:22:58
284,1482.21,Bing,3/23/2017 0:51,3/23/2017 1:20,0:28:36
227,192.61,wix,2/18/2018 21:15,2/18/2018 21:30,0:15:30
238,1489.17,google,10/14/2018 2:19,10/14/2018 2:27,0:07:55
256,1053.35,snapchat,10/21/2017 21:23,10/21/2017 22:05,0:41:39
291,165.34,Whatsapp,7/31/2018 9:11,7/31/2018 9:48,0:37:20
204,461.54,udemy,8/5/2018 11:40,8/5/2018 11:44,0:03:49
216,1405.39,wix,10/21/2017 3:22,10/21/2017 4:14,0:51:41
274,777.32,Whatsapp,9/25/2017 18:23,9/25/2017 18:41,0:18:01
297,1446.86,google,3/20/2019 11:27,3/20/2019 12:07,0:40:53
254,666.17,Blogspot,8/23/2017 0:28,8/23/2017 0:40,0:12:03
201,374.37,yahoo,5/28/2019 1:51,5/28/2019 2:13,0:21:50
253,355.85,udemy,8/31/2017 5:29,8/31/2017 5:55,0:25:43
240,1308.48,Blogspot,2/3/2017 2:18,2/3/2017 3:07,0:49:31
290,772.54,Facebook,9/14/2018 0:32,9/14/2018 0:34,0:01:55
291,437.06,bigcommerce,7/7/2017 9:44,7/7/2017 10:02,0:18:44
220,963.67,Twitter,12/23/2018 16:47,12/23/2018 16:50,0:02:38
206,1134.37,Wikipedia,8/14/2018 10:44,8/14/2018 11:35,0:50:24
217,1133.98,Wikipedia,2/21/2019 13:13,2/21/2019 14:09,0:55:21
277,1143.84,yahoo,7/8/2018 16:20,7/8/2018 16:23,0:02:47
281,915.21,shopify,8/19/2017 17:49,8/19/2017 18:42,0:53:17
216,577.16,Blogspot,9/30/2018 14:41,9/30/2018 15:02,0:20:40
300,1409.75,Blogspot,4/27/2018 2:30,4/27/2018 3:30,1:00:00
280,1424.01,Facebook,3/28/2017 18:52,3/28/2017 19:43,0:51:04
215,1079.46,Twitter,3/9/2017 4:38,3/9/2017 5:35,0:56:47
230,1384.84,Amazon,8/4/2017 15:27,8/4/2017 16:20,0:53:02
203,910.13,yahoo,11/13/2018 3:17,11/13/2018 3:46,0:29:15
257,657.74,Whatsapp,10/31/2017 13:40,10/31/2017 14:40,1:00:00
206,717.28,yahoo,1/9/2018 11:16,1/9/2018 12:03,0:46:45
229,664.21,Blogspot,5/24/2019 4:21,5/24/2019 4:34,0:12:42
205,1308.89,Netflix,6/27/2018 11:42,6/27/2018 12:25,0:42:37
225,1430.09,Whatsapp,6/22/2017 15:46,6/22/2017 15:53,0:07:22
296,176.46,coursera,6/16/2018 1:26,6/16/2018 2:06,0:39:46
283,1132.55,udemy,9/6/2017 6:11,9/6/2017 6:51,0:39:54
227,1125.62,Bing,1/31/2017 21:08,1/31/2017 21:57,0:49:49
245,617.22,udemy,8/10/2017 8:58,8/10/2017 9:27,0:28:30
222,788.39,udemy,3/6/2017 21:45,3/6/2017 22:02,0:16:56
212,191.52,youtube,2/23/2017 18:05,2/23/2017 18:12,0:07:00
234,1399.29,coursera,3/26/2017 0:13,3/26/2017 0:24,0:10:24
239,1321.21,gmail,6/17/2018 14:32,6/17/2018 14:38,0:06:31
279,1085.61,Rediit,8/28/2018 7:23,8/28/2018 8:19,0:55:47
273,1204.46,udemy,1/21/2018 13:12,1/21/2018 13:59,0:47:13
258,1240.56,udemy,1/13/2018 9:19,1/13/2018 9:44,0:24:35
299,543.82,Twitter,2/5/2019 0:37,2/5/2019 1:22,0:45:25
245,1420.7,shopify,2/4/2019 11:08,2/4/2019 11:44,0:36:29
285,1002.03,gmail,3/7/2019 20:07,3/7/2019 20:47,0:39:28
264,676.06,coursera,1/3/2018 11:40,1/3/2018 11:47,0:07:15
238,1108.89,Wikipedia,1/3/2019 19:03,1/3/2019 19:43,0:40:51
294,615.09,yahoo,1/19/2019 0:53,1/19/2019 1:47,0:53:56
273,1186.36,gmail,2/23/2017 6:05,2/23/2017 6:15,0:09:39
260,551.25,Whatsapp,5/12/2017 7:47,5/12/2017 8:04,0:17:08
237,1024.47,coursera,7/1/2018 5:37,7/1/2018 6:19,0:42:41
236,343.04,Bing,5/4/2019 12:26,5/4/2019 12:50,0:23:34
269,1202.66,Amazon,5/13/2019 4:25,5/13/2019 4:29,0:03:13
231,596.39,Rediit,5/13/2017 21:35,5/13/2017 21:55,0:19:50
202,641.41,Rediit,11/16/2017 6:34,11/16/2017 7:06,0:32:41
254,852.47,snapchat,3/10/2017 17:21,3/10/2017 17:37,0:16:01
272,713.77,Bing,9/17/2017 5:14,9/17/2017 5:32,0:18:02
201,610.64,youtube,12/31/2018 22:51,12/31/2018 23:06,0:14:26
225,717.45,yahoo,4/23/2017 19:38,4/23/2017 19:58,0:20:18
267,599.96,Bing,10/9/2018 20:51,10/9/2018 21:00,0:09:11
231,692.95,youtube,7/15/2017 3:41,7/15/2017 4:07,0:26:24
206,526.02,Wikipedia,7/6/2017 10:57,7/6/2017 11:49,0:51:41
259,773.76,snapchat,2/5/2018 23:58,2/6/2018 0:34,0:35:50
205,337.69,yahoo,3/2/2017 12:23,3/2/2017 12:47,0:23:52
209,1318.29,Twitter,1/4/2018 9:31,1/4/2018 10:17,0:46:13
282,431.97,bigcommerce,11/9/2017 19:24,11/9/2017 20:06,0:42:25
272,489.78,Facebook,3/26/2019 17:15,3/26/2019 17:17,0:01:56
221,716.37,Instagram,4/18/2019 7:12,4/18/2019 7:38,0:25:26
203,946.98,Amazon,2/6/2017 13:27,2/6/2017 14:02,0:35:07
296,304.34,Amazon,3/31/2018 10:28,3/31/2018 10:38,0:09:58
250,772,snapchat,5/28/2018 0:19,5/28/2018 0:34,0:14:34
222,60.92,Rediit,8/13/2018 7:42,8/13/2018 7:45,0:02:24
293,879.74,Netflix,1/12/2019 1:27,1/12/2019 1:52,0:25:11
266,1147.83,coursera,4/1/2018 19:02,4/1/2018 19:46,0:44:07
224,1361.96,Bing,4/20/2017 19:09,4/20/2017 19:48,0:39:14
216,397.08,Wikipedia,1/2/2019 11:15,1/2/2019 12:01,0:45:14
222,1019.65,Facebook,11/16/2017 9:05,11/16/2017 9:33,0:27:59
279,455.99,Rediit,8/31/2018 13:31,8/31/2018 13:33,0:02:15
227,712.34,Facebook,2/1/2019 9:26,2/1/2019 10:03,0:36:50
265,924.15,gmail,5/29/2019 20:47,5/29/2019 21:13,0:25:49
287,715.42,Twitter,5/28/2018 13:48,5/28/2018 14:42,0:53:45
282,1299.04,Twitter,5/15/2019 11:12,5/15/2019 11:26,0:13:33
292,1118.28,snapchat,12/14/2017 1:09,12/14/2017 1:43,0:34:02
214,1381.07,yahoo,5/15/2019 11:22,5/15/2019 11:27,0:04:40
229,257.19,Blogspot,4/14/2018 20:54,4/14/2018 21:16,0:21:59
264,385.76,shopify,9/17/2018 20:46,9/17/2018 21:42,0:56:27
269,1134.82,google,12/6/2017 23:26,12/7/2017 0:08,0:41:29
259,466.1,Whatsapp,11/7/2017 3:19,11/7/2017 4:15,0:56:20
271,584.2,Wikipedia,12/20/2018 10:50,12/20/2018 11:40,0:50:04
221,833.95,Bing,3/3/2017 7:05,3/3/2017 7:59,0:54:00
265,848.65,coursera,11/22/2018 10:02,11/22/2018 10:32,0:30:32
245,371.72,google,2/5/2017 4:31,2/5/2017 5:30,0:59:11
235,786.5,gmail,3/16/2018 19:21,3/16/2018 19:28,0:06:46
293,1050.06,google,6/5/2017 11:54,6/5/2017 12:43,0:49:04
226,567.3,snapchat,5/1/2019 5:55,5/1/2019 6:01,0:05:37
230,1178.82,Wikipedia,10/12/2017 20:58,10/12/2017 21:27,0:28:48
218,509.02,Twitter,7/11/2017 2:48,7/11/2017 3:15,0:26:33
275,1054.51,wix,1/23/2019 9:43,1/23/2019 10:23,0:40:55
287,1422.65,Whatsapp,6/30/2018 10:55,6/30/2018 11:15,0:20:12
281,351.93,Wikipedia,4/12/2019 19:58,4/12/2019 20:27,0:28:34
261,1452.55,Amazon,4/26/2018 5:03,4/26/2018 5:17,0:13:36
278,271.91,youtube,1/10/2018 19:13,1/10/2018 19:25,0:11:09
276,1386.79,udemy,8/25/2018 17:55,8/25/2018 17:56,0:00:50
238,950.58,bigcommerce,3/5/2019 21:36,3/5/2019 21:48,0:12:37
242,116.27,Blogspot,4/9/2018 1:10,4/9/2018 1:52,0:42:13
206,378.08,snapchat,3/12/2017 19:57,3/12/2017 20:42,0:45:25
266,433.52,Netflix,4/30/2018 14:20,4/30/2018 15:09,0:48:38
221,1241.92,Facebook,4/29/2018 19:06,4/29/2018 19:51,0:44:29
295,1040.04,Instagram,1/15/2019 15:50,1/15/2019 16:32,0:41:58
222,1318.4,coursera,7/5/2018 15:10,7/5/2018 16:04,0:53:38
216,682.45,Rediit,6/4/2017 15:31,6/4/2017 16:01,0:29:53
229,701.43,bigcommerce,2/9/2018 22:26,2/9/2018 23:07,0:41:41
222,1465.7,Facebook,4/2/2018 17:56,4/2/2018 18:41,0:45:24
275,1388.09,wix,3/5/2018 16:54,3/5/2018 17:23,0:28:40
227,1497.96,udemy,9/18/2018 2:51,9/18/2018 2:59,0:07:52
234,348.63,wix,4/19/2017 19:07,4/19/2017 19:53,0:45:31
300,1009.8,wix,9/13/2018 3:22,9/13/2018 3:32,0:10:01
214,888.42,Whatsapp,1/15/2019 21:22,1/15/2019 22:15,0:53:23
254,262.96,youtube,8/15/2018 14:25,8/15/2018 15:07,0:42:53
212,693.06,udemy,4/4/2018 23:41,4/5/2018 0:36,0:54:35
215,685.09,wix,7/23/2017 20:44,7/23/2017 21:44,0:59:45
238,125.17,Bing,1/27/2017 14:41,1/27/2017 15:36,0:54:31
255,1247.61,Blogspot,4/2/2019 11:24,4/2/2019 12:16,0:52:19
279,1318.03,snapchat,2/11/2018 21:06,2/11/2018 21:24,0:18:03
263,104.42,Netflix,6/12/2017 19:17,6/12/2017 20:04,0:46:36
214,1211.98,wix,3/16/2017 9:56,3/16/2017 9:59,0:03:04
259,220.35,coursera,9/19/2018 17:29,9/19/2018 18:10,0:40:51
201,468.81,Twitter,5/6/2018 6:14,5/6/2018 6:20,0:06:01
208,58.16,youtube,3/1/2019 4:17,3/1/2019 4:48,0:30:59
289,88.78,Wikipedia,2/2/2018 0:16,2/2/2018 0:34,0:18:28
267,640.51,Whatsapp,11/6/2017 22:17,11/6/2017 23:09,0:51:30
284,328,Blogspot,4/21/2017 6:06,4/21/2017 6:15,0:09:03
284,1397.38,Netflix,1/22/2019 22:35,1/22/2019 22:48,0:13:21
243,1323.99,snapchat,9/7/2018 3:12,9/7/2018 3:14,0:01:47
253,923.7,snapchat,5/9/2018 15:09,5/9/2018 15:27,0:18:01
232,819.86,snapchat,3/27/2017 13:38,3/27/2017 14:02,0:24:36
206,1375.29,Facebook,3/1/2018 19:06,3/1/2018 19:43,0:37:17
242,1088.45,gmail,3/14/2019 4:21,3/14/2019 5:09,0:47:02
231,340.78,Amazon,5/24/2018 10:01,5/24/2018 10:50,0:49:14
204,120.37,coursera,11/23/2018 0:01,11/23/2018 0:34,0:32:31
210,1476.42,snapchat,7/31/2017 2:37,7/31/2017 2:48,0:10:53
279,468.88,yahoo,3/29/2019 5:53,3/29/2019 5:54,0:00:41
222,589.38,youtube,11/9/2017 21:08,11/9/2017 21:26,0:18:18
238,1297.05,Whatsapp,3/2/2017 21:53,3/2/2017 22:49,0:55:19
299,1016.52,Wikipedia,4/26/2018 10:08,4/26/2018 10:39,0:30:46
285,1392.1,Twitter,4/25/2017 13:18,4/25/2017 13:39,0:21:01
274,779.98,Facebook,2/19/2017 17:59,2/19/2017 18:36,0:37:16
276,831.24,Wikipedia,6/24/2017 23:39,6/24/2017 23:53,0:14:08
236,463.18,Bing,6/23/2018 19:49,6/23/2018 20:40,0:51:01
229,1466.01,Bing,5/3/2017 23:28,5/3/2017 23:49,0:20:43
247,1325.62,shopify,2/21/2018 14:53,2/21/2018 15:39,0:46:22
205,1323.07,udemy,7/18/2018 7:21,7/18/2018 8:01,0:39:25
257,52.71,Rediit,9/26/2018 10:55,9/26/2018 11:03,0:07:34
250,100.45,udemy,11/22/2017 22:08,11/22/2017 22:10,0:02:24
239,1473.52,Blogspot,2/27/2019 10:39,2/27/2019 11:07,0:27:45
206,206.47,Facebook,7/7/2017 13:55,7/7/2017 14:00,0:05:24
222,882.99,gmail,8/30/2018 9:54,8/30/2018 10:28,0:33:49
260,752.24,snapchat,9/12/2017 23:25,9/13/2017 0:08,0:42:13
